team_a_ppg_dif_l4,team_b_ppg_dif_l4,team_a_shots_average,team_b_shots_average,predict_xg_overall_team_a,predict_xg_overall_team_b,position_a_prematch,position_b_prematch,predict_xg_home_team_a,predict_xg_away_team_b,Result
0.34,4.48,10.14,9.54,1.5428,2.1318,14,9,1.94449,1.77479,0
1.0,0.788,10.68,16.08,1.134,3.451,13,3,1.3099,2.64477,1
2.0,1.2,10.83,9.11,0.7448,1.1088,7,1,1.95319,2.31261,0
1.0,1.2,10.33,8.67,0.1872,0.9912,9,7,0.777778,3.88889,1
1.0,1.0,11.0,11.0,1.6463,1.5928,3,7,3.37917,4.16081,2
1.0,1.0,9.83,10.5,0.9702,1.1682,11,9,4.0,4.66667,0
1.6,1.33333,10.5,9.33,1.9519,1.9352,6,3,8.0,7.77778,1
1.0,1.14286,9.67,10.33,0.85,1.4874,2,4,2.35075,4.03437,2
1.0,3.0,11.0,15.33,0.885,1.5,5,5,2.8175,3.27632,0
2.0,0.857143,12.33,9.83,0.7839,1.3225,8,5,3.11111,5.44444,2
2.0,0.857143,7.17,7.17,1.8228,4.9862,9,5,7.22222,20.2222,2
9.32,0.22,10.86,9.71,1.3833,1.7028,12,10,0.0,0.0,1
1.03556,1.165,10.86,10.0,2.59,1.152,3,2,0.0,0.0,1
1.0,1.6,8.43,7.57,1.9295,2.1715,14,11,0.0,0.0,0
0.264,1.0,9.86,11.43,1.13,0.7029,7,11,0.0,0.0,0
2.0,5.32,13.14,12.43,1.3588,0.203,8,12,0.0,0.0,2
1.0,2.33,10.29,11.14,1.462,2.0066,9,7,0.0,0.0,1
0.76,1.77333,8.29,11.86,1.2769,1.15,7,10,0.0,0.0,2
0.666667,1.67,7.71,11.14,2.8672,0.667,3,9,0.0,0.0,1
0.5,1.33143,8.57,7.14,2.5038,3.3812,7,4,0.0,0.0,1
0.954286,0.188571,11.0,9.78,1.288,0.7029,6,5,0.0,0.0,0
1.0,0.444444,12.12,11.62,1.7125,1.77,5,4,2.90297,3.4605,0
4.0,2.0,12.38,9.5,0.535,1.0875,12,13,0.874544,0.999234,1
0.2,1.0,11.0,13.5,1.242,1.192,5,8,1.46418,1.82691,1
1.0,0.428571,10.12,9.38,0.9856,1.38,9,7,1.87152,1.91625,0
0.555556,1.0,8.38,10.0,2.415,1.7176,3,10,2.64209,2.56808,0
0.5,0.888889,10.0,8.91,0.64,1.09,2,1,1.25063,1.62032,0
3.0,1.0,7.88,10.75,1.96,1.875,12,13,3.33911,3.64725,1
0.857143,0.8,10.0,8.88,2.14,2.3681,6,8,2.56745,2.04752,0
2.5,0.5,11.12,10.38,0.7812,1.8419,7,5,1.5504,3.22919,0
2.0,0.888889,11.5,8.38,0.7524,2.0503,11,4,1.22063,1.90205,2
0.4,1.8,11.33,11.33,2.0988,1.4544,5,10,1.00782,0.24764,2
1.1,1.2,10.89,11.22,1.6359,0.6864,4,10,1.08699,0.292305,2
1.02857,0.355556,9.56,10.27,1.5827,2.1909,11,4,1.75691,1.01689,1
0.914286,0.64,10.11,10.42,1.4014,0.89,6,1,0.824298,0.299143,0
0.64,1.15556,14.44,10.22,2.1894,1.3552,6,7,0.795599,0.599459,0
2.13333,7.2,11.0,13.11,0.88,0.5478,11,12,0.37971,0.137193,1
0.533333,3.6,8.83,8.22,2.4255,0.7437,1,12,1.0335,0.223352,0
1.4,0.622222,8.89,12.22,0.5963,1.1792,8,3,0.252185,0.325264,2
2.0,3.2,9.22,12.18,2.0601,1.7302,9,6,0.757045,0.692037,2
4.0,0.8,10.0,11.33,1.2099,2.204,13,5,1.46674,2.31603,0
0.571429,0.333333,9.44,9.78,2.0979,1.3884,4,2,1.04646,0.714267,0
2.44,4.0,12.58,8.3,1.328,1.3298,8,10,3.06122,3.05562,1
1.11333,0.22,11.3,9.3,2.4759,1.089,6,13,3.05735,1.03749,0
0.571429,0.67,10.6,9.7,2.4702,1.08,6,13,0.0,0.0,2
0.76,3.34,14.2,9.6,3.4371,1.98,6,10,2.76659,2.11127,0
3.66,1.10667,9.8,11.1,2.397,1.28,11,13,1.82639,1.15044,0
0.664,1.78,9.0,9.31,0.56,0.856,9,1,0.782945,0.49663,1
0.297778,2.0,10.5,11.3,1.41,2.388,9,7,1.98851,2.99219,0
0.285714,1.67,11.5,11.3,0.99,1.39,11,11,1.04199,0.826392,0
0.954286,1.33,10.38,13.2,0.9,0.58,2,12,1.06536,0.440361,2
3.32,1.14286,8.1,10.6,1.111,5.061,14,4,1.5012,5.78425,1
0.591111,1.068,10.17,11.8,0.648,1.296,4,5,0.555924,0.945151,1
1.0,0.297778,11.2,9.6,1.946,2.268,8,3,2.93752,2.734,1
0.946667,0.284,11.27,14.18,0.803,2.9756,14,5,0.538531,2.92819,0
6.28,0.785,9.73,11.91,1.4186,2.5472,11,5,0.939671,1.74378,0
8.56,3.42,10.91,12.92,2.208,1.241,8,9,1.2972,0.647495,1
0.193333,2.0,9.18,9.18,0.8938,1.3286,14,10,1.26559,0.813617,2
0.516,0.491429,11.09,11.91,1.6002,0.6976,4,10,2.09584,0.667982,2
1.144,0.444444,13.09,10.55,0.649,0.99,12,8,0.735787,0.80563,0
1.22286,0.491429,11.18,11.09,1.6318,1.476,3,7,1.96434,1.09401,0
0.697778,1.0,9.73,8.55,4.294,1.37,2,15,2.82187,0.635005,0
1.832,0.897143,8.73,10.5,1.4364,1.57,9,2,0.0,0.0,2
2.09333,0.86,11.45,11.09,1.152,1.4824,12,9,0.899879,0.919071,2
1.01778,1.04667,9.43,10.54,1.2305,0.702,1,6,1.34412,0.378186,1
7.0,0.752,10.5,11.25,1.7756,3.4736,8,3,1.65564,2.70464,1
1.0,1.0,12.08,8.33,2.9125,0.99,6,15,2.45116,0.680053,0
0.75,1.38,9.25,9.92,1.92,3.0728,14,9,2.24579,2.73955,0
0.875,1.75,11.75,10.17,1.6884,0.9975,5,8,1.06246,0.701129,0
0.428571,1.75,12.5,10.83,0.58,1.3114,11,7,0.85502,1.10842,2
1.63,0.502222,12.86,10.92,1.4231,2.4522,7,2,1.92452,2.44665,2
2.5,0.904,9.67,10.25,0.8978,1.005,10,10,1.00504,0.829562,0
0.833333,0.504,10.33,9.75,1.16,1.17,8,13,0.935359,0.478879,2
0.833333,0.613333,8.92,13.83,1.4384,2.505,8,6,1.00829,2.18292,0
1.4,2.50667,10.67,10.5,1.08,1.0396,4,12,1.46621,0.963906,1
0.5,0.613333,11.33,10.71,0.8881,1.7762,12,5,0.942624,1.71188,2
0.375,1.58667,11.08,9.67,0.7772,1.3433,10,1,1.39129,1.52758,0
0.8,0.571429,10.62,11.15,1.3392,2.0294,11,5,1.07517,1.74602,0
1.336,1.152,10.77,12.47,1.27,1.2204,11,7,1.09596,0.873295,0
1.248,4.0,10.92,10.31,2.482,1.6284,7,9,2.76316,1.2703,1
1.04,1.56,13.69,9.38,2.4948,1.242,6,12,2.04249,0.837607,0
1.40667,0.335,9.81,12.38,0.77,0.4374,1,11,0.725086,0.251822,0
0.593333,1.512,11.46,9.77,1.4352,0.6545,1,8,1.72698,0.54277,0
1.01714,0.5,10.62,10.77,2.6331,1.8078,2,8,2.64243,0.888764,1
1.0,3.78,7.69,10.88,1.2744,2.45,14,4,1.58605,2.37368,1
0.508571,0.61,10.8,10.08,1.4873,1.3054,5,7,1.31942,0.846838,0
0.373333,0.945,9.85,11.69,0.69,1.5065,13,3,0.840576,1.73006,1
2.24,1.44,10.31,10.23,1.4145,1.24,9,8,1.71575,1.40978,1
1.22,0.67,10.85,11.46,2.8512,1.632,10,12,2.57112,1.60686,1
0.8,1.6,9.79,11.43,1.15,1.8496,7,7,1.56257,1.71285,1
1.73333,0.8,10.5,13.71,1.9153,2.355,7,5,1.7767,2.24101,2
0.68,1.14286,11.29,11.21,1.7408,1.184,2,3,2.5527,1.29161,0
0.571429,1.06667,11.71,9.57,1.0788,1.4444,10,13,0.582738,0.430139,1
1.36,1.02857,12.0,10.62,0.495,0.8374,11,4,0.781199,0.865935,0
1.4,1.46667,12.0,10.53,0.8056,1.25,7,1,1.18923,1.3847,0
1.3,1.0,9.57,7.93,1.6685,0.85,8,14,1.23002,0.379997,2
0.742857,0.457143,10.43,11.0,1.2928,1.3674,6,8,1.61637,1.54616,0
0.4,0.633333,10.57,11.79,1.0191,2.6108,6,1,1.43059,2.38483,1
1.36,1.6,11.71,11.43,1.92,1.9152,3,10,2.31967,2.21939,0
1.7,8.0,9.79,10.36,1.21,1.8012,12,9,0.811039,1.05443,2
1.13333,0.571429,10.93,11.07,1.3736,1.14,5,8,1.4595,0.787661,2
2.0,0.725714,11.47,12.18,1.652,1.2126,8,8,1.47273,0.717068,1
1.82,0.828571,10.8,12.27,0.8362,0.72,12,12,1.07147,0.711612,1
0.455,0.944,10.67,10.13,1.54,1.0,11,15,1.81703,0.68075,0
0.82,1.27,11.4,10.87,1.92,2.412,12,9,1.80533,2.12476,2
3.02667,1.82,10.56,11.0,1.083,1.34,2,6,1.22962,0.933639,2
0.666667,1.04,11.67,11.93,3.2802,0.696,1,13,3.92789,0.639998,0
2.09,0.828571,11.07,10.47,1.7473,1.712,4,7,1.92696,1.20881,1
1.45333,1.64,12.07,10.33,2.256,2.0758,13,10,1.60271,1.35912,2
8.36,0.674286,8.07,10.73,1.3462,2.9591,16,9,1.83743,2.52307,1
1.29714,0.944,10.88,10.0,0.93,0.84,5,11,0.808595,0.458387,1
0.656,0.937143,9.47,11.5,0.9765,1.113,14,3,1.23782,1.0423,1
0.73,0.472,13.73,11.4,0.924,1.7176,6,2,0.449498,0.918026,1
0.61,0.368,10.69,10.69,1.56,0.5936,2,11,2.54657,0.747492,2
1.064,0.83,10.75,9.88,1.9824,1.32,11,17,1.51015,0.529292,2
1.336,1.67,10.81,12.88,1.5589,1.6128,7,8,1.901,1.516,0
0.75,1.5,10.06,11.25,1.0,2.0436,18,10,1.25033,1.83116,0
0.92,2.08,11.81,11.0,0.88,1.482,16,4,1.03605,1.17783,0
0.617143,2.0,12.56,8.19,1.7775,0.8667,12,19,1.5383,0.521481,0
0.811429,1.67,12.44,11.0,1.4763,1.11,7,6,2.17068,1.44154,2
0.52,5.32,10.69,10.75,1.8084,1.4756,9,14,1.58719,1.13663,2
1.33,8.68,10.38,11.5,1.7914,2.4288,12,5,2.62047,2.31009,0
0.702222,1.17,11.42,11.75,1.45,1.13,3,13,1.90679,1.29678,0
0.668571,5.0,9.94,12.0,1.6456,1.4664,11,15,1.91626,1.28256,1
0.532,0.693333,11.06,11.94,0.9758,2.2684,6,1,1.06097,2.01472,1
0.973333,0.92,11.06,11.94,2.7984,2.2419,10,12,3.0614,2.17936,1
0.54,0.613333,10.94,11.82,1.659,1.0,10,13,2.13284,0.863956,0
1.94667,1.416,11.24,11.18,1.431,1.4448,10,5,1.68943,1.13951,1
0.34,0.788571,10.59,12.47,1.6983,0.7788,3,7,2.10802,1.01788,0
0.853333,1.0,12.94,11.29,1.496,1.292,9,6,1.72488,0.871547,0
2.15,1.46,10.0,10.65,1.1205,1.13,11,9,0.972227,0.635289,0
0.716667,0.92,11.24,10.18,3.3496,0.8436,1,14,4.03206,0.707895,1
1.18857,1.77,10.65,11.06,1.768,1.2402,8,13,2.32951,1.17852,2
0.153333,0.92,10.85,13.12,1.4508,1.2825,2,8,1.97422,1.6623,0
2.46,1.46,10.41,11.05,1.2432,1.23,13,6,2.03481,1.89495,1
1.84,0.582222,8.18,10.41,1.11,2.6992,16,7,1.61463,3.37546,1
1.92,1.92,10.9,9.65,1.12,0.902,4,15,1.16006,0.391061,1
1.36,2.28,10.56,10.39,1.3568,1.537,12,15,1.33397,1.45284,1
0.897143,0.982222,11.83,11.33,1.3706,3.5422,13,1,1.10364,2.47538,0
0.82,2.18667,11.28,11.33,2.1574,1.7066,5,13,2.55041,1.30809,1
0.491429,8.0,10.0,11.33,1.2654,1.5,14,4,1.76689,1.29113,2
5.44,0.245714,13.72,10.17,1.2502,1.1562,11,11,1.10452,0.774207,0
2.86,1.72,11.0,8.33,2.5095,1.34,14,16,2.1461,0.793241,0
1.42667,0.772,11.61,10.5,0.61,2.5885,15,3,0.245899,1.19917,2
0.737143,0.356667,12.6,10.81,1.248,1.4835,9,2,1.19859,1.48192,0
1.0,1.768,11.1,10.89,1.2285,1.3208,6,10,0.90103,0.583762,0
0.635556,0.605,10.61,10.89,1.17,1.3104,7,10,1.17289,1.01195,0
0.8,0.68,10.42,10.47,1.554,0.7018,2,4,2.2372,1.0897,0
0.685714,1.67,10.84,9.79,1.2321,0.8925,9,16,1.51533,0.579906,0
0.904,2.04,11.68,10.89,2.6702,2.7208,9,6,2.88564,1.77008,0
1.0,1.064,11.21,11.26,1.6506,1.5207,12,12,2.11522,1.27072,0
3.74,2.76,11.82,13.68,1.16,1.5368,3,8,1.40497,1.42363,0
1.06667,1.0,10.37,11.63,1.413,0.95,10,15,1.64471,0.764085,2
1.51333,0.914286,11.21,11.47,2.262,1.0584,1,5,2.90397,0.896074,0
0.413333,0.685714,10.59,11.0,1.281,1.2426,2,3,1.79779,1.51859,0
1.0,1.27,8.58,10.58,1.48,2.499,17,11,1.47909,1.92934,0
1.13,0.8,10.47,13.14,1.2099,1.8796,13,7,1.45829,2.19171,2
0.376,0.497143,10.95,9.89,1.8669,1.3431,9,14,2.25111,1.17169,0
0.376667,0.508,12.26,11.95,1.566,1.224,7,9,2.11303,1.37836,0
1.04,1.0,11.2,10.5,1.2,1.17,6,10,1.5654,0.924875,0
0.462857,0.655,10.15,10.45,0.6325,2.325,13,2,0.377592,1.47173,1
2.08,1.84,13.4,11.2,1.8225,1.56,9,10,1.54376,0.984527,1
1.75,1.81,11.1,12.04,1.243,1.4175,12,3,1.63289,1.17719,1
0.752,0.848,11.7,10.65,1.33,1.9375,13,12,0.797033,1.13549,0
1.2,0.586667,13.64,9.0,3.5934,1.23,7,15,3.51381,1.03808,0
1.08667,0.502222,10.1,10.7,1.2995,1.386,5,2,1.18751,1.22066,0
1.66667,0.748571,11.3,11.3,1.76,1.749,7,8,2.37335,1.35088,0
0.857143,0.502857,11.36,11.6,1.635,1.853,4,8,1.37045,1.25,0
0.582222,0.848,11.8,11.15,2.125,2.43,10,8,1.7473,1.4639,2
1.66667,0.146667,10.75,12.6,0.6565,1.46,11,5,0.868161,1.34965,1
1.31,1.54,9.8,11.7,0.632,2.266,14,1,0.803026,1.27858,1
0.9,0.502857,11.43,12.04,1.8468,1.5912,8,4,2.81593,1.37007,1
2.35,0.94,10.1,10.88,1.3923,1.9602,16,3,1.39834,1.81429,1
2.42667,0.848,13.48,11.43,1.5867,1.5827,11,9,1.35757,1.03966,1
1.41,0.626667,11.24,11.71,0.798,2.747,15,1,0.945323,2.15825,1
1.032,0.746667,12.0,11.67,1.52,2.4624,14,10,1.66689,2.13343,1
1.17714,0.53,14.09,12.33,0.9982,1.22,8,6,1.02038,0.889418,2
0.182222,1.1,10.19,11.19,1.5351,1.3545,6,10,1.6914,1.20242,0
0.737143,1.47,12.14,10.43,2.3738,2.1824,12,15,1.52816,1.34623,1
0.471111,2.04,11.43,8.86,2.5312,1.0504,5,18,2.02786,0.632812,0
2.28,1.35,9.67,10.62,0.7904,1.035,17,13,1.15571,0.85357,1
0.86,0.588,11.19,10.81,0.7626,2.0224,7,2,0.555574,1.38044,1
1.0,0.706667,11.0,11.05,0.96,1.491,14,10,1.4298,1.58307,1
1.0,1.688,11.09,12.41,2.0172,1.3952,12,16,2.67353,1.17794,2
1.07333,0.52,11.32,11.41,1.4144,0.9975,11,17,1.63507,0.722618,0
0.764444,6.44,11.59,10.27,2.8896,1.9557,11,18,2.81572,1.53183,0
0.424,2.22,12.0,12.05,1.9116,1.7172,4,14,2.15622,1.31231,0
1.33,0.945,10.73,14.29,1.25,1.7767,12,8,1.18382,1.19692,1
0.891429,0.617778,11.82,10.09,1.3464,1.4396,10,6,1.41138,1.27917,1
0.926667,0.813333,10.92,11.64,1.9712,2.016,3,9,2.22884,1.58199,0
1.41333,1.0,8.91,9.91,1.159,1.7876,20,19,1.53348,1.36891,0
0.731429,1.77333,10.45,13.82,1.5621,1.7536,15,13,2.29202,2.57172,0
0.542222,0.617778,11.73,11.71,2.04,0.8701,1,5,2.83298,0.824858,1
0.4,1.0,10.91,11.05,2.2578,0.5733,2,16,1.56512,0.415579,0
0.4,1.62667,12.14,11.23,1.3755,0.8364,7,8,2.01711,0.774203,0
0.586667,0.746667,11.09,9.96,1.09,1.235,9,6,1.01724,0.981817,2
0.246667,1.0,9.09,11.43,1.47,2.2568,21,18,1.8293,2.11149,1
1.26,1.0,10.43,13.96,1.248,1.469,13,14,1.3937,1.37689,0
0.937778,5.28,11.65,11.78,3.4888,1.2403,2,15,4.41184,1.15859,0
0.526667,1.0,12.15,10.61,1.887,1.2744,4,19,1.97542,0.8882,2
0.586667,2.17333,11.83,11.0,2.2794,1.7936,9,9,2.61357,1.45608,2
0.754286,0.724444,11.65,11.64,1.296,1.512,11,5,1.69742,1.4616,2
0.634286,1.0,10.52,10.87,2.0115,1.2232,13,17,1.54044,0.89231,1
0.662857,2.10667,11.17,11.74,2.0286,2.158,12,10,2.52936,1.56187,2
1.55,1.0,11.08,11.04,1.5125,1.596,9,13,1.73375,1.1812,1
4.0,0.955556,10.29,11.92,0.9164,3.34,19,2,1.05243,2.70707,0
1.0,0.822222,13.83,11.26,1.4835,1.7689,15,3,1.2468,1.29816,1
1.46667,1.12,11.38,11.79,1.4472,1.8492,17,11,1.76968,1.4705,1
1.0,0.8,12.21,11.12,1.0464,1.7496,18,9,1.17636,1.32931,0
0.828571,0.7,14.46,11.46,0.9164,1.956,8,1,0.808301,1.75603,1
0.64,0.666667,10.08,9.5,2.821,1.04,6,21,2.89733,0.844464,0
1.5,0.8,11.67,12.08,0.9796,1.54,10,7,1.23297,1.01084,0
5.0,0.8,11.62,11.83,2.387,3.2208,16,9,2.50332,2.69216,1
0.62,0.733333,11.42,10.67,1.5762,1.2998,5,14,1.01612,0.705161,2
3.6,0.66,9.62,12.44,0.8988,1.3986,20,4,1.43723,1.15368,1
0.316667,0.886667,11.29,10.4,2.0294,1.1328,2,14,1.28422,0.646908,1
0.668,1.336,10.16,11.88,0.972,0.9216,5,7,1.148,0.738944,0
1.0,1.33,13.72,12.44,2.0592,1.512,15,15,2.12229,1.21048,1
6.48,1.0,11.2,11.52,2.16,2.072,11,16,2.58301,1.88852,2
1.336,1.46,10.96,12.24,1.024,2.3808,12,3,1.25802,1.9391,1
1.52,0.532,14.44,11.96,2.3088,2.1033,9,8,2.74211,2.19585,0
0.573333,1.76,10.84,10.08,1.59,1.3456,13,18,1.70335,1.14049,0
0.737143,0.713333,11.56,11.36,0.792,2.0992,10,1,0.770157,1.71411,0
2.16,1.71,9.72,12.24,1.47,3.6465,20,9,1.92731,2.78456,0
0.81,0.684,11.52,12.14,1.1021,1.023,6,4,1.2706,0.715693,0
0.708571,0.76,10.72,11.24,1.2288,1.4144,14,11,1.6787,1.61776,0
0.968889,0.84,11.31,11.5,1.4062,0.715,1,6,1.89735,0.900137,0
0.968889,1.0,10.62,14.79,1.121,2.1823,15,7,1.40196,2.36946,2
1.41,0.988571,11.04,11.31,1.23,1.2864,12,8,1.54649,1.00096,2
1.41,3.1,10.12,11.27,1.608,1.909,19,11,1.92615,1.69641,2
0.725714,1.33333,12.35,11.35,1.5985,1.57,16,18,1.80727,1.21813,0
1.64,0.666667,11.58,11.24,1.0764,0.9855,7,3,1.34706,0.839108,0
1.01143,1.0,12.17,11.0,1.2733,1.1556,4,13,1.50237,0.751594,0
1.48667,0.546667,12.15,9.88,4.1472,0.832,2,21,4.70028,0.596622,0
1.82,0.702857,12.27,10.77,2.093,1.9177,10,15,2.05371,1.30245,0
7.08,1.0,11.27,13.81,2.0878,2.3355,17,17,2.30208,2.20348,0
0.45,0.84,9.31,10.88,1.0668,1.524,20,14,1.35037,1.10523,0
0.805714,0.692,11.77,10.38,1.518,2.025,9,5,1.44275,1.74855,0
0.683333,0.8,11.22,12.35,2.739,0.6893,1,16,3.38186,0.791027,0
0.795556,0.735,11.0,14.44,1.62,1.9516,3,8,1.6181,1.80573,0
0.845714,1.13,10.41,11.33,2.2712,1.4241,5,15,2.50584,1.40086,0
0.72,1.97333,12.3,11.3,2.2378,1.7135,9,10,3.13707,1.40741,0
0.695,0.78,11.15,10.93,1.6714,1.3104,9,12,2.01415,1.01,2
0.753333,0.648889,11.37,12.37,2.0536,1.426,3,13,2.59524,1.40355,0
0.76,0.845714,9.89,11.93,1.52,3.791,18,8,2.03253,3.62135,1
2.15,1.48,10.68,11.0,1.4342,1.3066,11,16,1.99864,1.53865,1
0.48,1.17,12.04,10.68,2.2848,1.7787,7,16,1.85684,1.29638,1
2.92,1.24667,11.46,11.29,1.3542,1.8768,12,3,1.37531,1.46906,1
0.973333,1.46,10.86,11.21,1.2288,1.3696,13,11,1.58135,1.09334,0
1.0,1.17,13.61,11.77,1.2,1.606,18,6,1.25906,1.29847,2
0.462222,0.69,12.46,11.39,1.425,2.0655,15,10,1.69557,1.54162,0
1.08,1.67,10.86,11.64,0.7725,1.1616,14,7,0.882637,0.706312,1
1.08,0.72,11.11,9.93,2.9648,1.6296,17,21,2.99007,1.13419,0
0.704,0.24,10.32,10.57,1.1616,2.296,19,5,1.21428,2.20405,1
4.16,1.776,10.93,14.7,1.116,2.0881,19,9,1.20812,1.6401,1
0.391111,0.516,12.43,10.71,2.7135,0.7979,1,13,2.11365,0.490647,2
0.351111,1.48,12.29,11.14,0.792,1.57,4,2,0.664533,1.03648,0
0.571429,1.84,9.48,11.77,0.93,1.4012,16,5,1.34191,1.2804,1
1.0,1.8,12.03,11.31,2.1248,1.9912,8,9,2.47537,1.59779,2
2.8,0.76,11.69,14.84,1.2412,2.1172,11,7,1.31958,1.59657,0
2.48,0.58,10.24,10.59,1.668,1.716,16,11,1.14597,1.11839,0
4.32,1.97333,13.55,9.86,2.7776,1.3764,15,17,2.59663,0.958816,0
4.0,0.933333,10.93,10.66,1.2015,1.7152,16,13,1.08825,1.3185,0
0.48,0.845714,12.48,12.45,1.6965,2.4864,12,8,1.87962,1.67389,1
1.24,0.773333,10.9,11.09,1.19,1.7664,13,2,1.24565,1.47736,2
0.528,0.914286,12.52,11.83,1.44,0.8632,1,6,1.62476,0.550386,0
0.8,1.4,11.07,11.17,1.4214,1.6686,14,10,1.62471,1.33908,0
0.746667,0.711111,12.59,10.55,1.1136,1.42,3,4,1.25223,1.06127,0
0.88,3.0,11.0,10.86,1.0586,1.922,10,2,1.0981,1.49458,2
0.526667,0.742222,9.43,12.46,1.2727,2.0328,20,8,1.7117,1.41401,2
2.16,1.38,11.47,11.77,1.456,1.0379,4,8,1.79529,0.830774,0
1.35,2.62,11.2,11.0,1.339,1.1021,9,11,1.58478,0.809649,1
2.16,0.96,10.93,11.03,2.1413,0.8091,2,14,2.49767,0.771065,0
0.88,1.04,11.6,13.57,1.44,0.9271,5,13,2.01868,0.884246,2
0.984,1.27,14.78,9.4,1.8819,1.0556,6,15,2.29333,0.800575,0
0.973333,0.64,10.43,12.37,2.0586,1.13,3,11,2.42175,1.0316,1
0.568,0.462222,12.27,11.3,2.656,1.974,5,11,3.63179,1.74637,0
1.8,0.725714,11.17,11.07,1.651,1.722,7,8,1.97757,1.25753,0
0.984,0.436667,10.67,12.67,0.99,1.6048,10,2,1.68352,1.97841,1
0.88,1.05714,11.09,12.03,2.0294,1.936,2,6,2.44564,1.94042,2
1.0,1.104,9.87,10.17,1.44,2.556,16,14,1.81744,2.56286,2
1.89333,0.248,10.57,12.7,1.008,2.6792,12,1,1.33951,2.9054,1
1.62667,1.216,11.84,12.16,1.42,1.643,10,7,1.8003,1.36003,1
1.81,1.008,10.94,11.06,2.1294,0.8961,2,10,2.68302,0.889027,2
1.0,0.813333,11.61,12.32,1.4946,0.9396,6,10,2.21354,0.851779,1
0.571429,0.74,14.76,11.16,2.6847,1.6402,6,12,3.28802,1.57095,0
1.18667,1.336,10.68,13.65,2.0128,1.3596,4,14,2.36963,1.41015,0
0.592,0.472,12.45,12.45,1.3884,2.6966,5,1,1.93395,2.25193,2
1.184,1.82667,11.39,11.87,1.836,1.2978,8,9,2.46625,1.06295,0
2.36,0.74,9.94,12.5,0.9,2.541,18,2,1.28417,2.19613,1
0.571429,1.456,11.64,10.39,1.8644,1.128,4,15,2.13097,1.0732,0
2.09333,6.56,10.61,9.45,1.586,1.2648,13,17,2.13354,1.22591,1
0.905,0.76,11.24,11.06,1.8765,1.6756,3,9,2.23115,1.5008,0
1.256,1.776,12.12,11.12,1.408,2.3406,6,3,1.29422,1.6575,1
1.76,3.72,11.84,10.59,1.442,1.3938,9,11,0.990377,0.715679,1
0.813333,0.77,10.94,12.31,1.358,2.506,14,5,1.5623,1.8219,0
0.524444,2.28,12.44,10.03,2.6625,1.3818,8,17,2.6178,0.917626,0
1.0,1.21333,10.97,10.84,1.0609,1.7125,9,4,1.12055,1.3482,2
0.713333,0.668,11.09,11.68,1.316,2.112,12,4,1.45718,1.67656,1
1.075,1.0,12.66,12.47,2.1922,0.81,1,10,2.63939,0.570112,0
1.7,1.28,11.56,11.22,1.37,0.7566,7,17,1.90518,0.675524,2
0.488,0.445714,10.81,9.56,1.1446,1.2193,13,17,1.69029,1.27789,0
1.112,1.43,11.38,10.81,1.419,1.1844,6,13,1.48545,0.848102,1
0.603333,0.93,12.91,11.31,1.5,1.428,2,3,1.56179,1.02367,0
0.8,0.657778,13.84,14.76,1.5851,2.415,14,5,1.44398,1.84209,1
0.542222,0.668571,10.88,10.58,1.55,1.652,17,18,1.7915,1.59202,2
1.29333,2.05333,10.94,11.82,1.7545,1.3699,15,13,2.45602,1.52338,1
1.86,0.546667,10.7,11.66,1.2784,1.2566,6,5,1.44397,1.17878,0
1.0,6.56,12.33,11.82,0.8827,1.2535,14,10,1.10152,0.827014,0
1.216,0.62,12.15,12.94,1.54,1.775,9,2,1.88263,1.37976,2
5.16,2.2,11.36,9.97,3.1382,1.3286,13,21,3.39727,1.0073,0
0.551111,0.684444,12.61,14.71,1.5912,2.3146,11,7,1.6447,1.71018,2
0.844,0.55,12.61,13.76,2.9336,1.0033,1,19,3.55048,0.932074,2
0.76,1.24,11.33,10.52,1.876,1.3298,9,13,1.34927,0.748851,0
0.93,1.72,9.52,10.97,1.5925,1.694,20,16,2.00219,1.32215,2
0.645,1.52,11.27,11.25,2.004,1.1645,3,4,2.11512,1.11147,0
0.708571,1.26667,12.27,11.06,2.1824,1.4729,8,12,3.09012,1.2762,2
2.96,1.0,11.04,13.67,1.4935,1.3,11,16,1.87078,1.18754,0
0.697778,0.502222,11.22,12.26,1.2243,1.34,1,2,1.44413,1.32055,1
2.25333,0.685714,11.76,10.56,1.06,1.944,11,4,1.07487,1.38466,1
0.424,0.72,10.44,9.56,1.3806,1.3464,17,19,1.55907,1.10584,0
3.18,0.531429,13.62,10.82,1.7802,1.53,18,16,1.74765,1.15724,2
6.36,1.2,11.74,12.03,1.4946,1.3832,9,8,2.07943,1.31055,0
0.592,0.512,14.81,11.29,1.9844,1.632,6,7,2.4325,1.3377,0
0.826667,1.70667,10.82,11.65,1.5244,1.86,12,11,1.77334,1.34469,2
6.28,0.412,10.94,11.35,1.1288,2.924,15,2,1.07197,2.20225,0
1.62667,0.48,10.47,12.79,1.5696,1.9734,13,10,2.57033,2.63088,0
1.87,2.85333,11.3,11.12,1.782,1.5,3,14,1.66641,1.31059,0
2.12,1.6,10.0,12.18,1.064,2.1922,20,12,1.39916,1.8117,1
0.751111,0.96,11.61,12.68,1.6779,1.6356,5,7,1.88633,1.19206,0
0.452,1.07,13.03,12.88,1.0168,1.95,2,1,1.22486,1.39659,1
1.93333,0.696,12.09,9.66,1.2402,1.2728,13,18,1.53518,0.894017,1
